file_path,label,subject_name,timestamp,image_name,annotation_name,label_index,split
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P161_OP125_2023_07_05_Experiment1\2023_07_05_12_17_00\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P161,2023_07_05_12_17_00,P161#2023_07_05_12_17_00#CSV1,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P161_OP125_2023_07_05_Experiment1\2023_07_05_12_17_00\_hypergui_1\spectrum_fromCSV5_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P161,2023_07_05_12_17_00,P161#2023_07_05_12_17_00#CSV5,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P161_OP125_2023_07_05_Experiment1\2023_07_05_12_17_30\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P161,2023_07_05_12_17_30,P161#2023_07_05_12_17_30#CSV1,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P161_OP125_2023_07_05_Experiment1\2023_07_05_12_17_30\_hypergui_1\spectrum_fromCSV5_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P161,2023_07_05_12_17_30,P161#2023_07_05_12_17_30#CSV5,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P162_OP126_2023_07_06_Experiment1\2023_07_06_13_19_21\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P162,2023_07_06_13_19_21,P162#2023_07_06_13_19_21#CSV1,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P162_OP126_2023_07_06_Experiment1\2023_07_06_13_19_21\_hypergui_1\spectrum_fromCSV5_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P162,2023_07_06_13_19_21,P162#2023_07_06_13_19_21#CSV5,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P162_OP126_2023_07_06_Experiment1\2023_07_06_13_19_51\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P162,2023_07_06_13_19_51,P162#2023_07_06_13_19_51#CSV1,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P162_OP126_2023_07_06_Experiment1\2023_07_06_13_19_51\_hypergui_1\spectrum_fromCSV5_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P162,2023_07_06_13_19_51,P162#2023_07_06_13_19_51#CSV5,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P162_OP126_2023_07_06_Experiment1\2023_07_06_13_20_21\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P162,2023_07_06_13_20_21,P162#2023_07_06_13_20_21#CSV1,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P162_OP126_2023_07_06_Experiment1\2023_07_06_13_20_21\_hypergui_1\spectrum_fromCSV5_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P162,2023_07_06_13_20_21,P162#2023_07_06_13_20_21#CSV5,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P162_OP126_2023_07_06_Experiment1\2023_07_06_13_20_51\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P162,2023_07_06_13_20_51,P162#2023_07_06_13_20_51#CSV1,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P162_OP126_2023_07_06_Experiment1\2023_07_06_13_20_51\_hypergui_1\spectrum_fromCSV5_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P162,2023_07_06_13_20_51,P162#2023_07_06_13_20_51#CSV5,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P165_OP129_2023_08_16_Experiment1\2023_08_16_14_33_18\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P165,2023_08_16_14_33_18,P165#2023_08_16_14_33_18#CSV1,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P165_OP129_2023_08_16_Experiment1\2023_08_16_14_33_18\_hypergui_1\spectrum_fromCSV5_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P165,2023_08_16_14_33_18,P165#2023_08_16_14_33_18#CSV5,csv_spectrum,0,train
\\ces-tp3\OE0645-data-uro\TIVITA_Cat\Cat_Pig_UMM\Cat_uro_kidney\Cat_uro_kidney_glob_0m\data\P166_OP130_2023_08_17_Experiment1\2023_08_17_14_03_17\_hypergui_1\spectrum_fromCSV1_(500.0-995.0)_masked_data_0_derivative.csv,kidney_glob,P166,2023_08_17_14_03_17,P166#2023_08_17_14_03_17#CSV1,csv_spectrum,0,train
